"COMPANY","BUSINESSUNIT","ASSET","ASSETNAME","EQUIPMENTTYPE","PARENTASSET","COMPANYLEVEL"
"ORANGE","MAD-ULISE","400009260","CBT_19_PATINILO_SERVICIOS COMUNES 1","CDRCBT","400009251",8
"ORANGE","MAD-ULISE","502116327","CSAI_09_P2_PATINILLO_SERVICIOS COMUNES","CDRCBT","400009249",8
"ORANGE","MAD-ULISE","502116314","CRECT_05_P2_S. CONM 2_ACTURA 2","CDRCBT","400009250",7
"ORANGE","MAD-ULISE","502116315","CRECT_04_P2_S.CONM 2_ACTURA 3","CDRCBT","400009250",7
"ORANGE","MAD-ULISE","600002654","SALA REUNION BOLONIA_P02","SLREUN","MAD-ULISE-REH",6
"ORANGE","MAD-ULISE","400009248","CBT_01_P0_S. TRAFOS_USOS VARIOS_CT1","CDRCBT","600003267",8
"ORANGE","MAD-ULISE","502113920","CBT_02_P0_CGBT_USOS VARIOS_CT2","CDRCBT","600003267",8
"ORANGE","AND-MATEO","600003523","AUTOMATA CONTROL GE_1","GRPATC","503044972",7
"ORANGE","CAL-FORJA","600003567","BAT SAI_02","SAIBAT","600003566",8
"ORANGE","CAT-GARCI","400000440","BATERIA CONDENSADORES SERV.CRITICOS","EQPCON","400000371",7
"ORANGE","CAT-GARCI","600002791","CGSAI_2_S-2_SALA SAI 2_NW 4","CDRCBT","600003434",8
"ORANGE","CAT-GARCI","600002791B","CGSAI_2_S-2_SALA SAI 2_NW 4","CDRCBT","400000371",7
"ORANGE","CAT-GARCI","600002794B","CGSAI_3_S-2_SALA SAI 2_NW 5","CDRCBT","400000371",7
"ORANGE","CAT-GARCI","600002794","CGSAI_3_S-2_SALA SAI 2_NW 5","CDRCBT","600003434",8
"ORANGE","MUR-NICAR","600003439","AUTOMATA CONTROL GE_1","GRPATC","600002972",7
"ORANGE","MUR-NICAR","600003440","BAT_SAI_OFIC_01_SALA SAI_IMV (15 KVA)","SAIBAT","400008674",7
"ORANGE","CAT-GARCI","600003443","CBT_03_S-3_SALA BATERIAS_ALUMBRADO/FUERZ","CDRCBT","400000371",7
"ORANGE","CAT-GARCI","600002705","SalaReu_Cali_P-1","SD","CAT-GARCI-REH",6
"ORANGE","CAT-GARCI","600002709","SalaReu_Varadero_P01","SD","CAT-GARCI-REH",6
"ORANGE","CAT-GARCI","600002710","SalaReu_Vancouver_P02","SD","CAT-GARCI-REH",6
"ORANGE","CAT-GARCI","600002711","SalaReu_La Paz_P03","SLREUN","CAT-GARCI-REH",6
"ORANGE","CAT-GARCI","600002715","SalaReu_Manaus_P03","SLREUN","CAT-GARCI-REH",6
"ORANGE","CAT-GARCI","600002716","SalaReu_Nazca_P03","SLREUN","CAT-GARCI-REH",6
"ORANGE","CAT-GARCI","400000010B","CLC_11-A UN EXT CLIMATIZADOR CL1 VAV","CLPCPE","CAT-GARCI-CLC",6
"ORANGE","CAT-GARCI","400000013B","CLC_12-B UN EXT CLIMATIZADOR CL4 VAV","SD","CAT-GARCI-CLC",6
"ORANGE","CAT-GARCI","400000014B","CLC_16 UN EXT CLIMATIZADOR CL2 VAC","CLPCPE","CAT-GARCI-CLC",6
"ORANGE","CAL-FORJA","400001659B","BAT SAI_01 SALA BATERIAS","SAIBAT","CAL-FORJA-SAI",6
"ORANGE","CAL-FORJA","400001660B","BAT SAI_02 SALA BATERIAS","SAIBAT","CAL-FORJA-SAI",6
"ORANGE","MAD-ULISE","400009256B","CBT_21_P1_S. CONM 1_ALUMBRADO","CDRCBT","400009249B",8
"ORANGE","MAD-ULISE","502116323B","CBT_23_P2_S. CONM 2_CLIMA1","CDRCBT","400009240",7
"ORANGE","MAD-ULISE","400009273B","CBT_25_P2_S. HOUSING_CLIMA 4","CDRCBT","400009240",7
"ORANGE","MAD-ULISE","400009264B","CBT_30_P3_S. TECN CORP_USOS VARIOS","CDRCBT","400009249B",8
"ORANGE","MAD-ULISE","502116329B","CSAI_13_P0_ SEGURIDAD","CDRCBT","400009249B",8
"ORANGE","CAL-FORJA","400001627B","CSAI BAT_01_PB_SALA BATERIAS","CDRCBT","400001657",7
"ORANGE","MAD-ULISE","502116314B","CRECT_04_P2_RECTIFICADORES ACTURA 1","CDRCBT","400009251",8
"ORANGE","MAD-ULISE","400009248B","CCONM_01_P0_CT1","CDRCBT","400009251",8
"ORANGE","CAT-GARCI","600000311","CLC_12 UN INT B/C RECEPCIÓN Nº 2","CLPCPI","400000030",7
"ORANGE","CAT-GARCI","600000312","CL_03-A_UN EXT_SALA CX Nº 3 CIRCUITO 1","CLPCPA","400000183",7
"ORANGE","CAT-GARCI","600000313","CL_04-A_UN EXT_SALA CX Nº 4 CIRCUITO 1","CLPCPA","400000184",7
"ORANGE","CAT-GARCI","600002893","ANALIZADOR RED CIRCUTOR CSAI_4_S1_S. RI","MDDANB","CAT-GARCI-ALI",6
"ORANGE","CAT-GARCI","600002894","ANALIZADOR RED CIRCUTOR CSAI_5_S1_S. RI","MDDANB","CAT-GARCI-ALI",6
"ORANGE","MAD-ULISE","400009027","CL_05_UTA_P1_RC 7 TRANSMISIONES","CLPCIP","600003951",7
"ORANGE","MAD-ULISE","600001027","TRANSFORMADOR DE ALTA TENSIÓN 2","ALTCTR","MAD-ULISE-ATE",6
"ORANGE","MAD-ULISE","600000496","CL_34_UN INT_P2_EMERSON 40 S. HOUSING","CLPCIP","MAD-ULISE-CLT",6
"ORANGE","MAD-ULISE","600000497","CL_34-A_UN EXT_EMERSON 40 S. HOUSING","CLPCIP","600000496",7
"ORANGE","MAD-ULISE","600000498","CL_34-B_UN EXT_EMERSON 40 S. HOUSING","CLPCIP","600000496",7
"ORANGE","MAD-ULISE","600000493","CL_33_UN INT_P2_EMERSON 39 S. HOUSING","CLPCIP","MAD-ULISE-CLT",6
"ORANGE","MUR-NICAR","600003054","ENFRIADORA_01","ENTAWC","MUR-NICAR-CLT",6
"ORANGE","MUR-NICAR","600003055","CL_01_SALA CX_UTA 1 ","CLTFNC","600003054",7
"ORANGE","MUR-NICAR","600003056","CL_02_SALA CX_UTA 2","CLTFNC","600003054",7
"ORANGE","MUR-NICAR","600003057","CL_03_SALA CX_UTA 3","CLTFNC","600003054",7
"ORANGE","CAT-GARCI","600002903","ACOMETIDA","LREACO","CAT-GARCI-ALI",6
"ORANGE","CAT-GARCI","600002909","CONMUTACIÓN AUTO RED/GE","ATCCON","400000372",7
"ORANGE","CAL-FORJA","600003385","CLC_04_UN EXT_S. CONTROL","CLPCPE","CAL-FORJA-CLC",6
"ORANGE","CAL-FORJA","600003386","CLC_04_UN INT_PB_S. CONTROL","CLPCPI","600003385",7
"ORANGE","CAT-GARCI","600003392","CCONM_02_RED/GE_S-2_ RED-GRUPO CLT/CLC","CDRCBT","CAT-GARCI-ALI",6
"ORANGE","CAL-FORJA","600003097","BOMBA COMBUSTIBLE_2","GRPBMB","CAL-FORJA-GEL",6
"ORANGE","CAL-FORJA","600003098","ACOMETIDA","LREACO","CAL-FORJA-ALI",6
"ORANGE","AND-MATEO","600002778","CARGADOR BATERIA DE GE","GRPCAR","AND-MATEO-GEL",6
"ORANGE","AND-MATEO","600003318","CL_1 A/A EMERGENCIA PORTATIL","CLACCA","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003323","CL_1 A/A EMERGENCIA PINGÜINO","CLACCA","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003329","HUMIDIFICADOR_2_PORTATIL","CLTHUM","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003330","HUMIDIFICADOR_3_PORTATIL","CLTHUM","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003331","HUMIDIFICADOR_4_PORTATIL","CLTHUM","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003335","CCONM_1A RED/GRUPO","CDRCBT","AND-MATEO-ALI",6
"ORANGE","MAD-ULISE","502116322","CBT_06_P0_S. GRUPO PRESION_ACS","CDRCBT","600003267",8
"ORANGE","MAD-ULISE","502116316B","CRECT_01_P1_RECTIFICADORES ACTURA 1","CDRCBT","400009251",8
"ORANGE","MAD-ULISE","600003244","CSAI_03_P0_SALA MTO_USOS VARIOS_CNOR","CDRCBT","400009249",8
"ORANGE","CAL-FORJA","400001660","BAT SAI_02 SALA BATERÍAS","SAIBAT","400001658",7
"ORANGE","CAL-FORJA","500004960","BAT SAI_OFICINA_02_SALA BAT","SAIBAT","500004958",7
"ORANGE","MAD-ULISE","502116316","CRECT_01_P0_S. BAT 1_EMERSON","CDRCBT","400009250",7
"ORANGE","CAT-GARCI","600002892","CSAI_10_S1_SALA RI_SAI ABB1-2","CDRCBT","600002794B",8
"ORANGE","MAD-ULISE","600003242","CBT_16_P1_P. TECNICO_CLIMA 2","CDRCBT","502116318",8
"ORANGE","CAL-FORJA","600003389","CLC_3D_UN INT_PB_ PRADERA FONDO DER","VRNUIV","600003387",7
"TEST2","AND-MATEO","600003393","CYUADRO BT Vaya tela con el niño...","CLPCPI","AND-MATEO-ALI",6
"ORANGE","CAT-GARCI","600003444","CBT_38_S-1_SALA TX_CUADRO A/A CX","CDRCBT","600003391",7
"ORANGE","CAT-GARCI","600002793","CRECT_3_S-1_SALA CX","CDRCBT","400000371",7
"ORANGE","MAD-ULISE","600000494","CL_33-A_UN EXT_EMERSON 39 S. HOUSING","CLPCIP","600000493",7
"ORANGE","MAD-ULISE","600000499","CLC_06_UN EXT_MITSUBISHI OF. HOUSING","CLPCPE","MAD-ULISE-CLC",6
"ORANGE","MAD-ULISE","600000500","CLC_06_UN INT_P2_MITSUBISHI OF. HOUSING","CLPCPI","600000499",7
"ORANGE","MAD-ULISE","400009114","CLC_15_P1_FANCOIL_15 P1","CLCFNC","400009090",7
"ORANGE","MAD-ULISE","400009015","CL_38_UTA_P2_RC 13 S. SISTEMAS","CLPCIP","600003951",7
"ORANGE","MAD-ULISE","400009011","CL_31_UTA_P2_RC 1 MSC2 P. TÉC. HOUSING","CLPCIP","600003951",7
"ORANGE","CAT-GARCI","600000177","ANALIZADOR RED CIRCUTOR Tª Ext.","MDDANB","CAT-GARCI-ALI",6
"ORANGE","MAD-ULISE","600002659","SalaReu_El Cairo_P03","SLREUN","MAD-ULISE-REH",6
"ORANGE","CAT-GARCI","400000415","CBT_01_S-3_ SALA CUADROS_ALUMBRADO ","CDRCBT","400000371",7
"ORANGE","CAT-GARCI","400000404","CBT_21_P2_SALA CUADROS_ FUERZA","CDRCBT","400000371",7
"ORANGE","CAT-GARCI","400000398","CBT_28_CU_CUBIERTA_FUERZA","CDRCBT","400000371",7
"ORANGE","MAD-ULISE","600002770","RECUP. ENTALPICO ROTATIVO 2 P1","CLCREC","MAD-ULISE-CLC",6
"ORANGE","MAD-ULISE","600002771","RECUP. ENTALPICO ROTATIVO 3 P3","CLCREC","MAD-ULISE-CLC",6
"ORANGE","MAD-ULISE","600000495","CL_33-B_UN EXT_EMERSON 39 S. HOUSING","CLPCIP","600000493",7
"ORANGE","MAD-ULISE","600000501","SAI_05_P0_S. SAI 2_NEWAVE  5 - 50 KVA","SAISAI","MAD-ULISE-SAI",6
"ORANGE","MAD-ULISE","600000502","SAI_06_1/2 NEWAVE SALA HOUSING (50 KVA)","SAISAI","MAD-ULISE-SAI",6
"ORANGE","MAD-ULISE","600000503","BAT SAI_05_BATERIAS SAI 5","SAIBAT","600000501",7
"ORANGE","MAD-ULISE","600003243","CBT_17_P1_P. TECNICO_CLIMA 3","CDRCBT","502116318",8
"ORANGE","MAD-ULISE","600002657","SalaReu_Nairobi_P03","SLREUN","MAD-ULISE-REH",6
"ORANGE","MAD-ULISE","600002658","SalaReu_Dakar_P03","SLREUN","MAD-ULISE-REH",6
"ORANGE","MAD-ULISE","600002652","SalaReu_Durban_P01","SLREUN","MAD-ULISE-REH",6
"ORANGE","MAD-ULISE","600002656","SalaReu_Mogadiscio_P03","SLREUN","MAD-ULISE-REH",6
"ORANGE","MAD-ULISE","400009012","CL_23_UTA_P2_RC 6 MSC2 PASILLO TÉC.","CLPCIP","600003951",7
"ORANGE","CAT-GARCI","600002911","AUTOMATA CONTROL GE_1","GRPATC","400000501",7
"ORANGE","CAT-GARCI","600002912","AUTOMATA CONTROL GE_2","GRPATC","400000502",7
"ORANGE","CAT-GARCI","600002913","AUTOMATA CONTROL GE_3","GRPATC","400000503",7
"ORANGE","CAT-GARCI","600002914","AUTOMATA CONTROL GE_4","GRPATC","501312058",7
"ORANGE","CAT-GARCI","600002917","DECARGADOR DE SOBRETENSIÓN","SD","CAT-GARCI-ALI",6
"ORANGE","AND-MATEO","600003280","ACOMETIDA","LREACO","AND-MATEO-ALI",6
"ORANGE","AND-MATEO","600003281","AUTOMATISMO DE CONMUTACION RED/GE","ATCCON","600003335",7
"ORANGE","AND-MATEO","600003282","RED TIERRA ALTA TENSIÓN","LRERTA","AND-MATEO-ATE",6
"ORANGE","AND-MATEO","600003297","C. DESCARGADOR SOBRETENSION","SD","AND-MATEO-ALI",6
"ORANGE","CAT-GARCI","600002792","CSAI_6_S-1_SALA RI_SAI NW 4","CDRCBT","600003434",8
"ORANGE","CAT-GARCI","600002795","CSAI_7_S-1_SALA RI_SAI NW 5","CDRCBT","600003434",8
"ORANGE","CAT-GARCI","600002937","SAI_04_SALA SAI (150KVA)","SAISAI","CAT-GARCI-SAI",6
"ORANGE","CAT-GARCI","600002938","BAT SAI_04","SAIBAT","600002937",7
"ORANGE","CAT-GARCI","600002939","SAI_05_SALA SAI (150KVA)","SAISAI","CAT-GARCI-SAI",6
"ORANGE","CAT-GARCI","600002940","BAT SAI_05","SAIBAT","600002939",7
"ORANGE","CAT-GARCI","600002941","CLC_02_UN EXT_CU_VENDING 2.1","CLPCPE","CAT-GARCI-CLC",6
"ORANGE","CAT-GARCI","600002942","CLC_02_UN INT_P2_VENDING 2.1","CLPCPI","600002941",7
"ORANGE","CAT-GARCI","600002943","CLC_03_UN EXT_CU_VENDING 2.2","CLPCPE","CAT-GARCI-CLC",6
"ORANGE","CAT-GARCI","600002944","CLC_03_UN INT_P2_VENDING 2.2","CLPCPI","600002943",7
"ORANGE","CAT-GARCI","600002945","CLC_04_UN EXT_CU_VENDING 3.1","CLPCPE","CAT-GARCI-CLC",6
"ORANGE","CAT-GARCI","600002946","CLC_04_UN INT_P3_VENDING 3.1","CLPCPI","600002945",7
"ORANGE","CAT-GARCI","600002947","CLC_05_UN EXT_CU_VENDING 3.2","CLPCPE","CAT-GARCI-CLC",6
"ORANGE","CAT-GARCI","600002948","CLC_05_UN INT_P3_VENDING 3.2","CLPCPI","600002947",7
"ORANGE","AND-MATEO","600003301","CENTRALITA DE INUNDACIÓN","DYSDDI","AND-MATEO-SYC",6
"ORANGE","CAT-GARCI","400000441B","BAT. CONDENSADORES Nº2 A.A.","EQPCON","400000371",7
"ORANGE","CAT-GARCI","600002790","CSAI_9_P2_SALA BOLSA_SAI ABB 1_2","CDRCBT","400000373",8
"ORANGE","CAL-FORJA","600003360","EQUIPO A/A EMERGENCIA","CLACCA","CAL-FORJA-CLT",6
"ORANGE","CAL-FORJA","600003361","IONIZADOR","SD","CAL-FORJA-CLC",6
"ORANGE","MAD-ULISE","400009172","VALVULERIA TUBERIAS AGUA SANITARIA","VLGVLA","MAD-ULISE-FYS",6
"ORANGE","CAT-GARCI","600002832","SAI_02_SALA SAI (160 KVA)","SAISAI","CAT-GARCI-SAI",6
"ORANGE","AND-MATEO","600003322","CL_2 A/A EMERGENCIA PINGÜINO","CLACCA","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003328","HUMIDIFICADOR_1_PORTATIL","CLTHUM","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600003332","HUMIDIFICADOR_5_PORTATIL","CLTHUM","AND-MATEO-CLT",6
"ORANGE","MAD-ULISE","600003237","ACOMETIDA","LREACO","MAD-ULISE-ALI",6
"ORANGE","MAD-ULISE","600003238","AUTOMATA CONTROL ACOPLAM GE_1_2_3","GRPATC","MAD-ULISE-GEL",6
"ORANGE","MAD-ULISE","600003239","AUTOMATA CONTROL GE_1","GRPATC","400009290",7
"ORANGE","MAD-ULISE","600003240","AUTOMATA CONTROL GE_2","GRPATC","400009291",7
"ORANGE","MAD-ULISE","600003241","AUTOMATA CONTROL GE_3","GRPATC","400009292",7
"ORANGE","MAD-ULISE","600003245","DECARGADOR DE SOBRETENSIÓN","SD","MAD-ULISE-ALI",6
"ORANGE","CAT-GARCI","501971649B","CBT_GE_MOVIL-01C. APR GR. EXT. MOVIL","CDRCBT","CAT-GARCI-ALI",6
"ORANGE","CAT-GARCI","501971649","CBT_37_GE_MOVIL-01C. APR GR. EXT. MOVIL","CDRCBT","400000371",7
"ORANGE","CAT-GARCI","400000428C","CSAI_BAT_02 C SECCIN BATERIAS SAI2","CDRCBT","600002832",7
"ORANGE","MAD-ULISE","600004057","CL_20-B_UN EXT_P0_RC 2_CU","CLPCPA","600003995",7
"ORANGE","CAL-FORJA","600004089","CONTADOR DE AGUA ORANGE","MDDCAG","CAL-FORJA-FYS",6
"ORANGE","CAL-FORJA","600004734","CSAI_01_PB_SALA MSC_DISTRIB 1","CDRCBT","400001622",8
"ORANGE","AND-MATEO","600005074","CL_7_UN EXT_STULZ_SALA TX1","CLPCPA","600005073",7
"ORANGE","CAL-FORJA","600004735","CSAI_02_PB_SALA MSC_DISTRIB 1","CDRCBT","400001622",8
"ORANGE","CAL-FORJA","600003666","TERMO ELECTRICO_2 ESCALERA DRCHA","ACSTEE","CAL-FORJA-FYS",6
"ORANGE","AND-MATEO","600003811","ALUMBRADO EMERGENCIA EDIF_2","ALUEME","AND-MATEO-ILU",6
"ORANGE","AND-MATEO","600003812","ALUMBRADO EMERGENCIA EDIF_3","ALUEME","AND-MATEO-ILU",6
"ORANGE","MAD-ULISE","600003813","ALUMBRADO EMERGENCIA_5","ALUEME","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003815","ALUMBRADO EMERGENCIA_7","ALUEME","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003816","ALUMBRADO EMERGENCIA_8","ALUEME","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003991","CL_01_UN INT_P0_EMERSON 1_S SAI","CLPCIP","MAD-ULISE-CLT",6
"ORANGE","CAL-FORJA","600003667","TERMO ELECTRICO_3 ESCALERA IZQ","ACSTEE","CAL-FORJA-FYS",6
"ORANGE","CAT-GARCI","600003712","ALUMBRADO EMERGENCIA_2","ALUEME","CAT-GARCI-ILU",6
"ORANGE","MAD-ULISE","600003717","ALUMBRADO_2","ALULUM","MAD-ULISE-ILU",6
"ORANGE","MUR-NICAR","600003756","SONDAS DE Tª/ H","DYSSTH","MUR-NICAR-SYC",6
"ORANGE","MAD-ULISE","600003719","ALUMBRADO_4","ALULUM","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003720","ALUMBRADO EMERGENCIA_2","ALUEME","MAD-ULISE-ILU",6
"ORANGE","AND-MATEO","600003723","ALUMBRADO EDIFICIO_2","ALULUM","AND-MATEO-ILU",6
"ORANGE","CAL-FORJA","600003990","CSAI_OFIC_01_PB_ZONA GRUPOS","CDRCBT","400001620",8
"ORANGE","MAD-ULISE","600004027","BOMBA ACHIQUE ZULO","BMBEVA","MAD-ULISE-FYS",6
"ORANGE","CAL-FORJA","600003624","AUTOMATISMO GE_1/GE_2","ATCCON","600000836",7
"ORANGE","MUR-NICAR","600003688","TELEGESTIÓN ALARMAS INFRAESTRUCTURAS","ATCTLC","MUR-NICAR-SYC",6
"ORANGE","CAT-GARCI","600003694","TELEGESTIÓN ALARMAS INFRAESTRUCTURAS","ATCTLC","CAT-GARCI-SYC",6
"ORANGE","MAD-ULISE","600003697","CARGADOR BATERIAS GE_1","GRPCAR","MAD-ULISE-GEL",6
"ORANGE","MAD-ULISE","600003698","CARGADOR BATERIAS GE_2","GRPCAR","MAD-ULISE-GEL",6
"ORANGE","MAD-ULISE","600003701","DEPOSITO INERCIA","CLTACU","600003951",7
"ORANGE","MAD-ULISE","600003954","SAI_02_P0_S. SAI 1_IMV 1 - 300 KVA","SAISAI","MAD-ULISE-SAI",6
"ORANGE","MAD-ULISE","600003650","DETECTOR DE INUNDACIÓN TRACETEK","DYSDDI","MAD-ULISE-SYC",6
"ORANGE","CAT-GARCI","600003784","ALUMBRADO EMERGENCIA_6","ALUEME","CAT-GARCI-ILU",6
"ORANGE","MAD-ULISE","600003794","ALUMBRADO_5","ALULUM","MAD-ULISE-ILU",6
"ORANGE","CAT-GARCI","600003865","CANALIZACIONES Y PASAMUROS","OBCCAN","CAT-GARCI-OBC",6
"ORANGE","CAT-GARCI","600003887","CARGADOR BATERIA DE GE","GRPCAR","CAT-GARCI-GEL",6
"ORANGE","CAL-FORJA","600004004","CLC_03_UN EXT_DIRECTOR","CLPCPE","CAL-FORJA-CLC",6
"ORANGE","CAL-FORJA","600004005","CLC_03_UN INT_PB_DIRECTOR","CLPCPI","600004004",7
"ORANGE","CAL-FORJA","600004011","SAI_OFIC_01 SALA SAI (20 KVA)","SAISAI","CAL-FORJA-SAI",6
"ORANGE","CAL-FORJA","600003636","SONDAS DE Tª/ H","DYSSTH","600003159",7
"ORANGE","MUR-NICAR","600003678","CONMUTACION AUTO UA","ATCCON","600002965",7
"ORANGE","CAL-FORJA","600003987","CL_07_UN INT_PB_SALA TECNICA CORPA","CLPCIP","CAL-FORJA-CLT",6
"ORANGE","CAL-FORJA","600003986","CL_06_UN EXT_PB_EXTERIOR","CLPCPA","600003985",7
"ORANGE","CAL-FORJA","600003988","CL_07_UN EXT_PB_EXTERIOR","CLPCPA","600003987",7
"ORANGE","CAL-FORJA","600003668","TERMO ELECTRICO_4 ASEOS IZQ","ACSTEE","CAL-FORJA-FYS",6
"ORANGE","CAL-FORJA","600003669","VENT_11_PB_SALA CONTROL","VNTVNC","CAL-FORJA-CLC",6
"ORANGE","MAD-ULISE","600003953","ENFRIADORA_03_RC","ENTAWC","MAD-ULISE-CLT",6
"ORANGE","AND-MATEO","600003979","Cuadro cargador baterias GE AMERI","SD","AND-MATEO-GEL",6
"ORANGE","MAD-ULISE","600003654","AHORRO ENERGIA CEES","EQPCON","MAD-ULISE-ALI",6
"ORANGE","MAD-ULISE","600003655","FILTRO DE ARMONICOS SOCOMEC","EQPCON","MAD-ULISE-ALI",6
"ORANGE","CAL-FORJA","600003672","BAT SAI_OFICINA_02_SALA BAT","SAIBAT","500004957",7
"ORANGE","CAL-FORJA","600003673","CARGADOR BATERIA DE GE","GRPCAR","CAL-FORJA-GEL",6
"ORANGE","AND-MATEO","600003810","ALUMBRADO EDIFICIO_3","ALULUM","AND-MATEO-ILU",6
"ORANGE","MAD-ULISE","600003814","ALUMBRADO EMERGENCIA_6","ALUEME","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003952","ENFRIADORA_02_RC","ENTAWC","MAD-ULISE-CLT",6
"ORANGE","MAD-ULISE","600003955","SAI_04_P0_S. SAI 1_IMV 2 - 300 KVA","SAISAI","MAD-ULISE-SAI",6
"ORANGE","MAD-ULISE","600003625","CBT_38_CU_GRUPOS_SERV. AUX","CDRCBT","600003268",7
"ORANGE","CAT-GARCI","600003779","ALUMBRADO_4","ALULUM","CAT-GARCI-ILU",6
"ORANGE","MUR-NICAR","600003871","CANALIZACIONES Y PASAMUROS","OBCCAN","MUR-NICAR-OBC",6
"ORANGE","CAT-GARCI","600003713","ALUMBRADO EMERGENCIA_3","ALUEME","CAT-GARCI-ILU",6
"ORANGE","CAT-GARCI","600003780","ALUMBRADO_5","ALULUM","CAT-GARCI-ILU",6
"ORANGE","CAT-GARCI","600003781","ALUMBRADO_6","ALULUM","CAT-GARCI-ILU",6
"ORANGE","CAT-GARCI","600003782","ALUMBRADO EMERGENCIA_4","ALUEME","CAT-GARCI-ILU",6
"ORANGE","CAT-GARCI","600003783","ALUMBRADO EMERGENCIA_5","ALUEME","CAT-GARCI-ILU",6
"ORANGE","MAD-ULISE","600003795","ALUMBRADO_6","ALULUM","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003796","ALUMBRADO_7","ALULUM","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003797","ALUMBRADO_8","ALULUM","MAD-ULISE-ILU",6
"ORANGE","CAT-GARCI","600003714","ALUMBRADO_2","ALULUM","CAT-GARCI-ILU",6
"ORANGE","CAL-FORJA","600003766","SONDAS DE Tª/ H","DYSSTH","CAL-FORJA-SYC",6
"ORANGE","CAT-GARCI","600003715","ALUMBRADO_3","ALULUM","CAT-GARCI-ILU",6
"ORANGE","MAD-ULISE","600003718","ALUMBRADO_3","ALULUM","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003721","ALUMBRADO EMERGENCIA_3","ALUEME","MAD-ULISE-ILU",6
"ORANGE","MAD-ULISE","600003722","ALUMBRADO EMERGENCIA_4","ALUEME","MAD-ULISE-ILU",6
"ORANGE","CAT-GARCI","600003932","SalaReu_Montreal_P02","SLREUN","CAT-GARCI-REH",6
"ORANGE","AND-MATEO","600004037","PANELES ADIABATICOS","CLT","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600004038","G.PRES ADIABATICOS","GRPPRE","600004037",7
"ORANGE","MAD-ULISE","600003951","ENFRIADORA_01_RC","ENTAWC","MAD-ULISE-CLT",6
"ORANGE","AND-MATEO","600003984","Cuadro cargador baterias GE MATEO","SD","AND-MATEO-GEL",6
"ORANGE","CAL-FORJA","600004051","HUMECTADOR MUNTER_03","CLTHUM","CAL-FORJA-CLT",6
"ORANGE","CAL-FORJA","600003985","CL_06_UN INT_PB_SALA IP","CLPCIP","CAL-FORJA-CLT",6
"ORANGE","MAD-ULISE","600003992","CL_01_UN EXT_P0_EMERSON 1_CU","CLPCPA","600003991",7
"ORANGE","MAD-ULISE","600003993","CL_02_UN INT_P0_EMERSON 2_S SAI","CLPCIP","MAD-ULISE-CLT",6
"ORANGE","MAD-ULISE","600003994","CL_02_UN EXT_P0_EMERSON 2_CU","CLPCPA","600003993",7
"ORANGE","MAD-ULISE","600003995","CL_20_UN INT_P0_RC 2_S MSC2","CLPCIP","MAD-ULISE-CLT",6
"ORANGE","MAD-ULISE","600003996","CL_20-A_UN EXT_P0_RC 2_CU","CLPCPA","600003995",7
"ORANGE","CAL-FORJA","600004006","CLC_04_UN EXT_S. CONTROL","CLPCPE","CAL-FORJA-CLC",6
"ORANGE","CAL-FORJA","600004007","CLC_04_UN INT_PB_S. CONTROL","CLPCPI","600004006",7
"ORANGE","CAL-FORJA","600004012","BAT SAI_OFIC_01","SAIBAT","600004011",7
"ORANGE","AND-MATEO","600005075","CL_8_UN INT_STULZ_SALA SAI","CLPCIP","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600005076","CL_8_UN EXT_STULZ_SALA SAI","CLPCPA","600005075",7
"ORANGE","CAT-GARCI","600005042","VENTILADOR SUELO TECNICO_1","CLTCVS","CAT-GARCI-CLT",6
"ORANGE","CAT-GARCI","600005043","VENTILADOR SUELO TECNICO_2","CLTCVS","CAT-GARCI-CLT",6
"ORANGE","CAT-GARCI","600005056","EQUIPO A/A EMERGENCIA","CLACCA","CAT-GARCI-CLT",6
"ORANGE","AND-MATEO","600005077","CL_9_UN INT_STULZ_SALA SAI","CLPCIP","AND-MATEO-CLT",6
"ORANGE","AND-MATEO","600005078","CL_9_UN EXT_STULZ_SALA SAI","CLPCPA","600005077",7
"ORANGE","CAL-FORJA","600005044","CL_08_UN EXT_PB_SALA BATERIAS 2","CLPCPA","CAL-FORJA-CLT",6
"ORANGE","CAL-FORJA","600005045","CL_08_UN INT_PB_SALA BATERIAS 2","CLPCIP","600005044",7
"ORANGE","AND-MATEO","600005071","CL_6_UN INT_STULZ_SALA TX1","CLPCIP","AND-MATEO-CLT",6
